date,fever,isPartial
2020-09-08,82,False
2020-09-09,77,False
2020-09-10,80,False
2020-09-11,62,False
2020-09-12,81,False
2020-09-13,72,False
2020-09-14,62,False
2020-09-15,65,False
2020-09-16,61,False
2020-09-17,60,False
2020-09-18,86,False
2020-09-19,91,False
2020-09-20,74,False
2020-09-21,71,False
2020-09-22,75,False
2020-09-23,100,False
2020-09-24,86,False
2020-09-25,69,False
2020-09-26,73,False
2020-09-27,75,False
2020-09-28,80,False
2020-09-29,73,False
2020-09-30,68,False
2020-10-01,69,False
2020-10-02,75,False
2020-10-03,71,False
2020-10-04,82,False
2020-10-05,66,False
2020-10-06,64,False
2020-10-07,81,False
2020-10-08,63,False
